LYLTY_CARD_NBR,LIFESTAGE,PREMIUM_CUSTOMER,Years as Customers,STORE_NBR
207242,RETIREES,Budget,4,207
207243,OLDER FAMILIES,Premium,3,207
207244,OLDER SINGLES/COUPLES,Budget,13,207
207245,RETIREES,Mainstream,13,207
207246,YOUNG FAMILIES,Budget,5,207
207247,OLDER FAMILIES,Mainstream,9,207
207248,MIDAGE SINGLES/COUPLES,Premium,4,207
207249,RETIREES,Premium,2,207
207250,OLDER FAMILIES,Mainstream,10,207
207251,MIDAGE SINGLES/COUPLES,Premium,1,207
207252,YOUNG SINGLES/COUPLES,Premium,7,207
207254,YOUNG SINGLES/COUPLES,Mainstream,7,207
207255,OLDER FAMILIES,Mainstream,5,207
207256,MIDAGE SINGLES/COUPLES,Premium,15,207
207257,OLDER FAMILIES,Mainstream,8,207
207258,YOUNG SINGLES/COUPLES,Mainstream,3,207
208000,YOUNG FAMILIES,Budget,5,208
208001,MIDAGE SINGLES/COUPLES,Mainstream,12,208
208002,MIDAGE SINGLES/COUPLES,Premium,1,208
208003,YOUNG SINGLES/COUPLES,Budget,3,208
208004,YOUNG SINGLES/COUPLES,Budget,3,208
208005,YOUNG SINGLES/COUPLES,Budget,10,208
208006,OLDER SINGLES/COUPLES,Budget,4,208
208007,OLDER FAMILIES,Budget,1,208
208008,RETIREES,Budget,11,208
208009,YOUNG SINGLES/COUPLES,Mainstream,7,208
208010,OLDER FAMILIES,Mainstream,8,208
208011,OLDER FAMILIES,Budget,8,208
208012,MIDAGE SINGLES/COUPLES,Mainstream,1,208
208013,RETIREES,Premium,4,208
208014,YOUNG FAMILIES,Budget,4,208
208015,OLDER FAMILIES,Premium,2,208
208016,RETIREES,Mainstream,4,208
208017,YOUNG SINGLES/COUPLES,Mainstream,9,208
208018,OLDER SINGLES/COUPLES,Premium,13,208
208019,RETIREES,Premium,11,208
208020,OLDER SINGLES/COUPLES,Mainstream,6,208
208021,RETIREES,Mainstream,10,208
208022,MIDAGE SINGLES/COUPLES,Budget,7,208
208023,RETIREES,Mainstream,13,208
208024,YOUNG FAMILIES,Budget,10,208
208025,OLDER SINGLES/COUPLES,Premium,15,208
208026,YOUNG SINGLES/COUPLES,Mainstream,4,208
208027,OLDER SINGLES/COUPLES,Premium,10,208
208028,YOUNG SINGLES/COUPLES,Mainstream,7,208
208029,YOUNG FAMILIES,Premium,7,208
208030,RETIREES,Budget,4,208
208031,OLDER FAMILIES,Premium,14,208
208032,OLDER SINGLES/COUPLES,Premium,8,208
208033,OLDER FAMILIES,Premium,13,208
208034,OLDER SINGLES/COUPLES,Mainstream,10,208
208035,OLDER FAMILIES,Budget,15,208
208036,OLDER SINGLES/COUPLES,Budget,4,208
208037,OLDER SINGLES/COUPLES,Budget,12,208
208038,OLDER FAMILIES,Premium,10,208
208039,YOUNG SINGLES/COUPLES,Budget,8,208
208040,OLDER FAMILIES,Budget,13,208
208041,YOUNG FAMILIES,Budget,5,208
208042,OLDER FAMILIES,Mainstream,5,208
208043,MIDAGE SINGLES/COUPLES,Premium,12,208
208044,YOUNG SINGLES/COUPLES,Mainstream,5,208
208045,OLDER SINGLES/COUPLES,Budget,1,208
208046,RETIREES,Mainstream,8,208
208047,MIDAGE SINGLES/COUPLES,Mainstream,3,208
208048,OLDER SINGLES/COUPLES,Premium,15,208
208049,RETIREES,Budget,6,208
208050,OLDER FAMILIES,Budget,9,208
208051,RETIREES,Mainstream,5,208
208052,OLDER SINGLES/COUPLES,Budget,11,208
208053,OLDER FAMILIES,Budget,8,208
208054,NEW FAMILIES,Mainstream,4,208
208055,OLDER FAMILIES,Budget,8,208
208056,YOUNG FAMILIES,Mainstream,1,208
208057,RETIREES,Premium,7,208
208058,OLDER FAMILIES,Budget,12,208
208059,RETIREES,Mainstream,2,208
208060,OLDER FAMILIES,Premium,14,208
208061,OLDER FAMILIES,Budget,11,208
208062,MIDAGE SINGLES/COUPLES,Budget,12,208
208063,OLDER FAMILIES,Budget,15,208
208064,MIDAGE SINGLES/COUPLES,Budget,8,208
208065,RETIREES,Budget,14,208
208066,MIDAGE SINGLES/COUPLES,Mainstream,15,208
208067,OLDER FAMILIES,Budget,15,208
208068,YOUNG SINGLES/COUPLES,Budget,4,208
208069,RETIREES,Mainstream,9,208
208070,YOUNG SINGLES/COUPLES,Mainstream,9,208
208071,YOUNG FAMILIES,Budget,4,208
208072,OLDER SINGLES/COUPLES,Mainstream,13,208
208073,RETIREES,Mainstream,6,208
208074,OLDER SINGLES/COUPLES,Budget,3,208
208075,OLDER SINGLES/COUPLES,Mainstream,10,208
208076,YOUNG FAMILIES,Budget,4,208
208077,RETIREES,Budget,1,208
208078,YOUNG FAMILIES,Budget,6,208
208079,OLDER FAMILIES,Mainstream,3,208
208080,OLDER FAMILIES,Premium,2,208
208081,MIDAGE SINGLES/COUPLES,Budget,4,208
208082,YOUNG FAMILIES,Mainstream,2,208
208083,RETIREES,Mainstream,9,208
208084,OLDER SINGLES/COUPLES,Budget,10,208
208085,OLDER SINGLES/COUPLES,Premium,5,208
208086,YOUNG FAMILIES,Budget,3,208
208087,YOUNG FAMILIES,Premium,4,208
208088,OLDER FAMILIES,Budget,8,208
208089,OLDER SINGLES/COUPLES,Premium,14,208
208090,OLDER FAMILIES,Mainstream,5,208
208091,OLDER SINGLES/COUPLES,Premium,9,208
208092,OLDER FAMILIES,Budget,8,208
208093,RETIREES,Premium,10,208
208094,OLDER FAMILIES,Budget,12,208
208095,OLDER SINGLES/COUPLES,Mainstream,5,208
208096,OLDER SINGLES/COUPLES,Budget,4,208
208097,YOUNG SINGLES/COUPLES,Premium,6,208
208098,OLDER SINGLES/COUPLES,Premium,1,208
208099,YOUNG SINGLES/COUPLES,Mainstream,6,208
208100,RETIREES,Mainstream,10,208
208101,NEW FAMILIES,Premium,8,208
208102,YOUNG SINGLES/COUPLES,Mainstream,5,208
208103,OLDER FAMILIES,Budget,9,208
208104,OLDER SINGLES/COUPLES,Mainstream,3,208
208105,YOUNG SINGLES/COUPLES,Premium,4,208
208106,RETIREES,Premium,2,208
208107,OLDER FAMILIES,Budget,2,208
208108,RETIREES,Mainstream,5,208
208109,RETIREES,Premium,15,208
208110,RETIREES,Mainstream,10,208
208111,OLDER FAMILIES,Budget,3,208
208112,YOUNG SINGLES/COUPLES,Budget,6,208
208113,YOUNG SINGLES/COUPLES,Mainstream,3,208
208114,YOUNG FAMILIES,Budget,1,208
208115,OLDER SINGLES/COUPLES,Mainstream,5,208
208116,YOUNG SINGLES/COUPLES,Mainstream,5,208
208117,YOUNG SINGLES/COUPLES,Budget,3,208
208118,OLDER FAMILIES,Mainstream,6,208
208119,YOUNG FAMILIES,Premium,10,208
208120,MIDAGE SINGLES/COUPLES,Mainstream,11,208
208121,OLDER FAMILIES,Budget,9,208
208122,OLDER FAMILIES,Mainstream,12,208
208123,OLDER FAMILIES,Budget,1,208
208124,OLDER SINGLES/COUPLES,Budget,14,208
208125,OLDER SINGLES/COUPLES,Budget,7,208
208126,RETIREES,Mainstream,6,208
208127,YOUNG SINGLES/COUPLES,Mainstream,3,208
208128,YOUNG FAMILIES,Budget,4,208
208129,YOUNG FAMILIES,Budget,8,208
208130,OLDER SINGLES/COUPLES,Premium,3,208
208131,YOUNG FAMILIES,Premium,1,208
208132,YOUNG FAMILIES,Mainstream,7,208
208133,MIDAGE SINGLES/COUPLES,Premium,4,208
208134,YOUNG SINGLES/COUPLES,Mainstream,1,208
208135,RETIREES,Mainstream,11,208
208136,YOUNG SINGLES/COUPLES,Mainstream,6,208
208137,OLDER SINGLES/COUPLES,Premium,5,208
208138,RETIREES,Mainstream,13,208
208139,MIDAGE SINGLES/COUPLES,Budget,12,208
208140,RETIREES,Mainstream,7,208
208141,RETIREES,Mainstream,6,208
208142,MIDAGE SINGLES/COUPLES,Premium,3,208
208143,OLDER SINGLES/COUPLES,Premium,10,208
208144,MIDAGE SINGLES/COUPLES,Mainstream,2,208
208145,YOUNG SINGLES/COUPLES,Budget,3,208
208146,YOUNG FAMILIES,Budget,7,208
208147,OLDER SINGLES/COUPLES,Mainstream,6,208
208148,OLDER FAMILIES,Mainstream,5,208
208149,RETIREES,Premium,6,208
208150,OLDER SINGLES/COUPLES,Budget,3,208
208151,OLDER SINGLES/COUPLES,Premium,12,208
208152,OLDER SINGLES/COUPLES,Mainstream,2,208
208153,OLDER FAMILIES,Mainstream,10,208
208154,NEW FAMILIES,Budget,6,208
208155,NEW FAMILIES,Premium,11,208
208156,OLDER FAMILIES,Budget,6,208
208157,OLDER SINGLES/COUPLES,Premium,9,208
208158,RETIREES,Mainstream,8,208
208159,RETIREES,Budget,6,208
208160,OLDER SINGLES/COUPLES,Premium,7,208
208161,YOUNG FAMILIES,Budget,4,208
208162,OLDER SINGLES/COUPLES,Budget,6,208
208163,YOUNG FAMILIES,Budget,10,208
208164,YOUNG FAMILIES,Budget,6,208
208165,OLDER FAMILIES,Mainstream,6,208
208166,YOUNG SINGLES/COUPLES,Mainstream,7,208
208167,YOUNG SINGLES/COUPLES,Mainstream,2,208
208168,OLDER SINGLES/COUPLES,Mainstream,4,208
208169,NEW FAMILIES,Budget,8,208
208170,YOUNG SINGLES/COUPLES,Mainstream,10,208
208171,RETIREES,Budget,12,208
208172,RETIREES,Budget,6,208
208173,YOUNG FAMILIES,Premium,2,208
208174,OLDER SINGLES/COUPLES,Budget,10,208
208175,OLDER FAMILIES,Budget,11,208
208176,MIDAGE SINGLES/COUPLES,Premium,4,208
208177,OLDER FAMILIES,Budget,7,208
208178,OLDER FAMILIES,Mainstream,6,208
208179,OLDER SINGLES/COUPLES,Premium,10,208
208180,OLDER SINGLES/COUPLES,Mainstream,7,208
208181,RETIREES,Budget,7,208
208182,YOUNG FAMILIES,Premium,1,208
208183,NEW FAMILIES,Premium,2,208
208184,YOUNG SINGLES/COUPLES,Mainstream,4,208
208185,OLDER SINGLES/COUPLES,Mainstream,8,208
208186,OLDER SINGLES/COUPLES,Budget,11,208
208187,OLDER SINGLES/COUPLES,Budget,1,208
208188,NEW FAMILIES,Budget,9,208
208189,OLDER FAMILIES,Mainstream,9,208
208190,OLDER SINGLES/COUPLES,Premium,4,208
208191,OLDER FAMILIES,Premium,10,208
208192,OLDER FAMILIES,Mainstream,12,208
208193,OLDER SINGLES/COUPLES,Mainstream,7,208
208194,OLDER FAMILIES,Premium,5,208
208195,OLDER SINGLES/COUPLES,Premium,9,208
208196,OLDER SINGLES/COUPLES,Premium,10,208
208197,OLDER FAMILIES,Mainstream,10,208
208198,OLDER SINGLES/COUPLES,Premium,11,208
208199,RETIREES,Premium,1,208
208200,OLDER FAMILIES,Budget,2,208
208201,OLDER FAMILIES,Budget,1,208
208202,OLDER FAMILIES,Budget,10,208
208203,RETIREES,Mainstream,3,208
208204,YOUNG SINGLES/COUPLES,Mainstream,1,208
208205,YOUNG SINGLES/COUPLES,Premium,3,208
208206,YOUNG SINGLES/COUPLES,Premium,10,208
208207,OLDER FAMILIES,Budget,5,208
208208,YOUNG FAMILIES,Budget,9,208
208209,OLDER FAMILIES,Mainstream,13,208
208210,NEW FAMILIES,Premium,10,208
208211,YOUNG FAMILIES,Budget,9,208
208212,OLDER SINGLES/COUPLES,Mainstream,1,208
208213,YOUNG FAMILIES,Premium,9,208
208214,OLDER FAMILIES,Mainstream,5,208
208215,YOUNG SINGLES/COUPLES,Premium,7,208
208216,OLDER FAMILIES,Mainstream,7,208
208217,OLDER SINGLES/COUPLES,Budget,15,208
208218,OLDER FAMILIES,Budget,12,208
208219,YOUNG SINGLES/COUPLES,Premium,9,208
208220,YOUNG FAMILIES,Premium,8,208
208221,YOUNG SINGLES/COUPLES,Premium,3,208
208222,OLDER SINGLES/COUPLES,Mainstream,14,208
208223,YOUNG SINGLES/COUPLES,Mainstream,7,208
208224,OLDER SINGLES/COUPLES,Budget,4,208
208225,OLDER FAMILIES,Mainstream,15,208
208226,OLDER FAMILIES,Mainstream,5,208
208227,RETIREES,Mainstream,2,208
208228,OLDER SINGLES/COUPLES,Budget,11,208
208229,OLDER FAMILIES,Budget,9,208
208230,MIDAGE SINGLES/COUPLES,Budget,6,208
208231,YOUNG FAMILIES,Mainstream,9,208
209000,YOUNG FAMILIES,Budget,1,209
209001,OLDER FAMILIES,Mainstream,15,209
209002,OLDER FAMILIES,Budget,7,209
209003,RETIREES,Budget,8,209
209004,MIDAGE SINGLES/COUPLES,Premium,12,209
209005,YOUNG FAMILIES,Budget,8,209
209006,OLDER FAMILIES,Budget,4,209
209007,YOUNG SINGLES/COUPLES,Mainstream,4,209
209008,OLDER FAMILIES,Premium,13,209
209009,RETIREES,Budget,10,209
209010,RETIREES,Budget,5,209
209011,MIDAGE SINGLES/COUPLES,Premium,12,209
209012,RETIREES,Mainstream,11,209
209013,OLDER FAMILIES,Budget,2,209
209014,OLDER SINGLES/COUPLES,Budget,3,209
209015,OLDER FAMILIES,Mainstream,1,209
209016,OLDER FAMILIES,Budget,2,209
209017,OLDER FAMILIES,Budget,5,209
209018,OLDER SINGLES/COUPLES,Budget,3,209
209019,RETIREES,Mainstream,10,209
209020,YOUNG FAMILIES,Budget,2,209
209021,OLDER FAMILIES,Mainstream,4,209
209022,YOUNG FAMILIES,Budget,3,209
209023,RETIREES,Budget,9,209
209024,YOUNG FAMILIES,Budget,6,209
209025,RETIREES,Budget,14,209
209026,MIDAGE SINGLES/COUPLES,Mainstream,13,209
209027,OLDER SINGLES/COUPLES,Budget,14,209
209028,YOUNG FAMILIES,Premium,5,209
209029,RETIREES,Budget,15,209
209030,OLDER SINGLES/COUPLES,Mainstream,12,209
209031,OLDER FAMILIES,Budget,2,209
209032,YOUNG SINGLES/COUPLES,Mainstream,3,209
209033,OLDER SINGLES/COUPLES,Mainstream,13,209
209034,YOUNG SINGLES/COUPLES,Premium,8,209
209035,YOUNG SINGLES/COUPLES,Mainstream,2,209
209036,YOUNG FAMILIES,Budget,2,209
209037,RETIREES,Premium,13,209
209038,OLDER FAMILIES,Mainstream,15,209
209039,OLDER FAMILIES,Premium,9,209
209040,OLDER FAMILIES,Budget,5,209
209041,OLDER SINGLES/COUPLES,Premium,1,209
209042,OLDER FAMILIES,Budget,8,209
209043,RETIREES,Premium,7,209
209044,RETIREES,Premium,5,209
209045,YOUNG SINGLES/COUPLES,Mainstream,7,209
209046,YOUNG SINGLES/COUPLES,Budget,3,209
209047,RETIREES,Premium,12,209
209048,YOUNG SINGLES/COUPLES,Mainstream,5,209
209049,OLDER FAMILIES,Mainstream,1,209
209050,MIDAGE SINGLES/COUPLES,Mainstream,14,209
209051,MIDAGE SINGLES/COUPLES,Premium,4,209
209052,RETIREES,Mainstream,10,209
209053,OLDER SINGLES/COUPLES,Budget,15,209
209054,OLDER FAMILIES,Budget,13,209
209055,OLDER SINGLES/COUPLES,Mainstream,3,209
209056,OLDER FAMILIES,Premium,2,209
209057,YOUNG SINGLES/COUPLES,Mainstream,6,209
209058,YOUNG SINGLES/COUPLES,Mainstream,7,209
209059,OLDER SINGLES/COUPLES,Budget,5,209
209060,OLDER FAMILIES,Premium,1,209
209061,YOUNG SINGLES/COUPLES,Mainstream,9,209
209062,YOUNG FAMILIES,Mainstream,7,209
209063,YOUNG FAMILIES,Mainstream,10,209
209064,OLDER FAMILIES,Budget,10,209
209065,YOUNG FAMILIES,Mainstream,7,209
209066,OLDER SINGLES/COUPLES,Premium,14,209
209067,YOUNG SINGLES/COUPLES,Budget,6,209
209068,YOUNG SINGLES/COUPLES,Mainstream,2,209
209069,OLDER SINGLES/COUPLES,Mainstream,8,209
209070,OLDER FAMILIES,Premium,14,209
209071,OLDER SINGLES/COUPLES,Budget,9,209
209072,YOUNG FAMILIES,Mainstream,2,209
209073,OLDER FAMILIES,Budget,6,209
209074,OLDER SINGLES/COUPLES,Budget,7,209
209075,RETIREES,Premium,10,209
209076,OLDER FAMILIES,Budget,9,209
209077,YOUNG SINGLES/COUPLES,Mainstream,8,209
209078,YOUNG FAMILIES,Premium,7,209
209079,RETIREES,Premium,7,209
209080,RETIREES,Mainstream,8,209
209081,RETIREES,Premium,5,209
209082,OLDER FAMILIES,Budget,4,209
209083,RETIREES,Mainstream,13,209
209084,YOUNG FAMILIES,Mainstream,2,209
209085,YOUNG SINGLES/COUPLES,Premium,2,209
209086,OLDER SINGLES/COUPLES,Premium,6,209
209087,RETIREES,Mainstream,13,209
209088,YOUNG FAMILIES,Budget,9,209
209089,OLDER FAMILIES,Budget,14,209
209090,OLDER SINGLES/COUPLES,Mainstream,6,209
209091,OLDER FAMILIES,Premium,3,209
209092,OLDER SINGLES/COUPLES,Mainstream,9,209
209093,OLDER SINGLES/COUPLES,Premium,9,209
209094,RETIREES,Premium,8,209
209095,YOUNG FAMILIES,Budget,1,209
209096,YOUNG FAMILIES,Budget,4,209
209097,MIDAGE SINGLES/COUPLES,Mainstream,3,209
209098,RETIREES,Premium,14,209
209099,YOUNG FAMILIES,Budget,1,209
209100,OLDER SINGLES/COUPLES,Premium,14,209
209101,YOUNG FAMILIES,Premium,7,209
209102,YOUNG FAMILIES,Budget,4,209
209103,RETIREES,Premium,15,209
209104,OLDER SINGLES/COUPLES,Premium,13,209
209105,YOUNG FAMILIES,Budget,2,209
209106,YOUNG FAMILIES,Budget,3,209
209107,OLDER SINGLES/COUPLES,Mainstream,8,209
209108,YOUNG FAMILIES,Mainstream,2,209
209109,YOUNG FAMILIES,Budget,3,209
209110,RETIREES,Mainstream,7,209
209111,OLDER SINGLES/COUPLES,Premium,6,209
209112,YOUNG SINGLES/COUPLES,Mainstream,8,209
209113,OLDER SINGLES/COUPLES,Mainstream,12,209
209114,OLDER SINGLES/COUPLES,Premium,14,209
209115,OLDER SINGLES/COUPLES,Premium,8,209
209116,RETIREES,Mainstream,3,209
209117,OLDER SINGLES/COUPLES,Mainstream,5,209
209118,OLDER FAMILIES,Budget,7,209
209119,OLDER FAMILIES,Budget,14,209
209120,RETIREES,Premium,1,209
209121,YOUNG FAMILIES,Premium,2,209
209122,OLDER SINGLES/COUPLES,Budget,13,209
209123,RETIREES,Mainstream,2,209
209124,RETIREES,Premium,4,209
209125,YOUNG FAMILIES,Budget,6,209
209126,RETIREES,Premium,10,209
209127,YOUNG FAMILIES,Budget,6,209
209128,OLDER FAMILIES,Budget,8,209
209129,NEW FAMILIES,Mainstream,4,209
209130,OLDER SINGLES/COUPLES,Budget,9,209
209131,OLDER FAMILIES,Budget,6,209
209132,OLDER SINGLES/COUPLES,Mainstream,2,209
209133,OLDER SINGLES/COUPLES,Mainstream,11,209
209134,YOUNG FAMILIES,Budget,6,209
209135,OLDER SINGLES/COUPLES,Mainstream,3,209
209136,MIDAGE SINGLES/COUPLES,Mainstream,14,209
209137,OLDER FAMILIES,Budget,14,209
209138,MIDAGE SINGLES/COUPLES,Mainstream,10,209
209139,YOUNG FAMILIES,Mainstream,8,209
209140,OLDER FAMILIES,Budget,2,209
209141,NEW FAMILIES,Premium,2,209
209142,MIDAGE SINGLES/COUPLES,Budget,3,209
209143,OLDER SINGLES/COUPLES,Mainstream,9,209
209144,YOUNG SINGLES/COUPLES,Mainstream,6,209
209145,OLDER SINGLES/COUPLES,Premium,11,209
209146,RETIREES,Budget,4,209
209147,YOUNG FAMILIES,Premium,4,209
209148,OLDER SINGLES/COUPLES,Budget,11,209
209149,MIDAGE SINGLES/COUPLES,Budget,4,209
209150,YOUNG FAMILIES,Premium,1,209
209151,RETIREES,Mainstream,8,209
209152,MIDAGE SINGLES/COUPLES,Budget,2,209
209153,RETIREES,Mainstream,9,209
209154,NEW FAMILIES,Premium,14,209
209155,YOUNG FAMILIES,Budget,4,209
209156,OLDER FAMILIES,Mainstream,10,209
209157,RETIREES,Premium,5,209
209158,RETIREES,Premium,5,209
209159,RETIREES,Mainstream,13,209
209160,OLDER FAMILIES,Budget,5,209
209161,RETIREES,Mainstream,13,209
209162,YOUNG FAMILIES,Mainstream,5,209
209163,RETIREES,Mainstream,3,209
209164,YOUNG SINGLES/COUPLES,Budget,5,209
209165,RETIREES,Premium,2,209
209166,YOUNG SINGLES/COUPLES,Mainstream,4,209
209167,OLDER SINGLES/COUPLES,Premium,10,209
209168,OLDER FAMILIES,Budget,7,209
209169,OLDER FAMILIES,Budget,15,209
209170,MIDAGE SINGLES/COUPLES,Premium,3,209
209171,OLDER FAMILIES,Premium,12,209
209172,YOUNG SINGLES/COUPLES,Mainstream,6,209
209173,MIDAGE SINGLES/COUPLES,Premium,3,209
209174,YOUNG FAMILIES,Premium,9,209
209175,NEW FAMILIES,Mainstream,12,209
209176,YOUNG SINGLES/COUPLES,Mainstream,1,209
209177,OLDER FAMILIES,Premium,6,209
209178,YOUNG FAMILIES,Premium,6,209
209179,YOUNG FAMILIES,Budget,9,209
209180,MIDAGE SINGLES/COUPLES,Budget,12,209
209181,OLDER FAMILIES,Mainstream,14,209
209182,OLDER SINGLES/COUPLES,Mainstream,8,209
209183,OLDER FAMILIES,Budget,1,209
209184,OLDER SINGLES/COUPLES,Budget,14,209
209185,OLDER FAMILIES,Budget,14,209
209186,YOUNG FAMILIES,Budget,2,209
209187,YOUNG FAMILIES,Premium,3,209
209188,MIDAGE SINGLES/COUPLES,Mainstream,9,209
209189,YOUNG FAMILIES,Budget,6,209
209190,YOUNG SINGLES/COUPLES,Mainstream,2,209
209191,OLDER SINGLES/COUPLES,Premium,12,209
209192,RETIREES,Mainstream,8,209
209193,MIDAGE SINGLES/COUPLES,Budget,1,209
209194,YOUNG SINGLES/COUPLES,Budget,1,209
209195,MIDAGE SINGLES/COUPLES,Premium,12,209
209196,OLDER SINGLES/COUPLES,Budget,7,209
209197,YOUNG SINGLES/COUPLES,Mainstream,8,209
209198,RETIREES,Mainstream,1,209
209199,RETIREES,Mainstream,5,209
209200,YOUNG FAMILIES,Premium,6,209
209201,YOUNG FAMILIES,Premium,5,209
209202,OLDER FAMILIES,Mainstream,2,209
209203,OLDER SINGLES/COUPLES,Premium,4,209
209204,OLDER SINGLES/COUPLES,Premium,14,209
209205,YOUNG SINGLES/COUPLES,Budget,8,209
209206,RETIREES,Mainstream,3,209
209207,OLDER FAMILIES,Budget,11,209
209208,RETIREES,Premium,1,209
209209,RETIREES,Mainstream,1,209
209210,RETIREES,Premium,1,209
209211,RETIREES,Mainstream,13,209
209212,YOUNG FAMILIES,Budget,8,209
209213,OLDER SINGLES/COUPLES,Mainstream,4,209
209214,YOUNG FAMILIES,Budget,2,209
209215,RETIREES,Mainstream,9,209
209216,OLDER FAMILIES,Premium,15,209
209217,OLDER FAMILIES,Budget,6,209
209218,YOUNG FAMILIES,Budget,9,209
209219,YOUNG SINGLES/COUPLES,Mainstream,3,209
209220,OLDER SINGLES/COUPLES,Premium,14,209
209221,RETIREES,Budget,4,209
209222,OLDER SINGLES/COUPLES,Budget,4,209
209223,YOUNG SINGLES/COUPLES,Mainstream,7,209
209224,RETIREES,Premium,2,209
209225,YOUNG SINGLES/COUPLES,Mainstream,9,209
209226,OLDER SINGLES/COUPLES,Mainstream,11,209
209227,YOUNG SINGLES/COUPLES,Mainstream,6,209
209228,YOUNG FAMILIES,Mainstream,7,209
209229,OLDER FAMILIES,Premium,10,209
209230,OLDER SINGLES/COUPLES,Budget,10,209
209231,RETIREES,Mainstream,1,209
209232,OLDER FAMILIES,Mainstream,2,209
209233,YOUNG FAMILIES,Budget,10,209
209234,MIDAGE SINGLES/COUPLES,Mainstream,8,209
209235,MIDAGE SINGLES/COUPLES,Premium,6,209
209236,YOUNG SINGLES/COUPLES,Budget,8,209
209237,RETIREES,Budget,6,209
209238,YOUNG FAMILIES,Premium,3,209
209239,OLDER FAMILIES,Budget,11,209
209240,YOUNG SINGLES/COUPLES,Budget,1,209
209241,OLDER SINGLES/COUPLES,Mainstream,1,209
209242,MIDAGE SINGLES/COUPLES,Mainstream,5,209
209243,RETIREES,Budget,10,209
209244,RETIREES,Mainstream,3,209
209245,OLDER SINGLES/COUPLES,Budget,14,209
209246,OLDER SINGLES/COUPLES,Mainstream,11,209
209247,OLDER SINGLES/COUPLES,Budget,2,209
210000,RETIREES,Premium,2,210
210002,OLDER FAMILIES,Budget,10,210
210003,YOUNG SINGLES/COUPLES,Premium,5,210
210004,OLDER SINGLES/COUPLES,Premium,6,210
210005,OLDER SINGLES/COUPLES,Mainstream,5,210
210006,YOUNG FAMILIES,Budget,6,210
210007,YOUNG FAMILIES,Budget,7,210
210008,YOUNG FAMILIES,Budget,1,210
210009,RETIREES,Premium,5,210
210010,OLDER SINGLES/COUPLES,Premium,6,210
210011,YOUNG FAMILIES,Budget,4,210
210012,RETIREES,Mainstream,12,210
210013,OLDER SINGLES/COUPLES,Budget,6,210
210014,YOUNG FAMILIES,Mainstream,2,210
210015,YOUNG FAMILIES,Budget,2,210
210016,RETIREES,Budget,8,210
210017,YOUNG SINGLES/COUPLES,Mainstream,4,210
210018,OLDER SINGLES/COUPLES,Mainstream,3,210
210019,MIDAGE SINGLES/COUPLES,Budget,15,210
210020,YOUNG SINGLES/COUPLES,Mainstream,2,210
210021,OLDER FAMILIES,Budget,11,210
210022,OLDER SINGLES/COUPLES,Mainstream,9,210
210023,OLDER FAMILIES,Mainstream,9,210
210024,RETIREES,Premium,6,210
210025,RETIREES,Budget,15,210
210026,YOUNG SINGLES/COUPLES,Mainstream,10,210
210027,RETIREES,Premium,15,210
210028,OLDER SINGLES/COUPLES,Premium,4,210
210029,OLDER FAMILIES,Budget,15,210
210030,OLDER SINGLES/COUPLES,Budget,15,210
210031,MIDAGE SINGLES/COUPLES,Budget,5,210
210032,YOUNG FAMILIES,Premium,1,210
210033,OLDER SINGLES/COUPLES,Premium,8,210
210034,YOUNG SINGLES/COUPLES,Mainstream,4,210
210035,RETIREES,Premium,1,210
210036,RETIREES,Premium,6,210
210037,YOUNG FAMILIES,Budget,3,210
210038,OLDER FAMILIES,Budget,14,210
210039,OLDER FAMILIES,Mainstream,7,210
210040,RETIREES,Mainstream,4,210
210041,RETIREES,Budget,11,210
210042,RETIREES,Mainstream,13,210
210043,OLDER SINGLES/COUPLES,Premium,14,210
210044,YOUNG SINGLES/COUPLES,Mainstream,7,210
210045,RETIREES,Budget,12,210
210046,YOUNG SINGLES/COUPLES,Premium,1,210
210047,OLDER SINGLES/COUPLES,Premium,3,210
210048,YOUNG SINGLES/COUPLES,Mainstream,4,210
210049,RETIREES,Mainstream,13,210
210050,YOUNG SINGLES/COUPLES,Mainstream,6,210
210051,OLDER SINGLES/COUPLES,Mainstream,4,210
210052,RETIREES,Budget,2,210
210053,OLDER SINGLES/COUPLES,Mainstream,6,210
210054,RETIREES,Budget,8,210
210055,RETIREES,Mainstream,8,210
210056,OLDER FAMILIES,Premium,10,210
210057,NEW FAMILIES,Budget,10,210
210058,RETIREES,Mainstream,15,210
210059,RETIREES,Premium,7,210
210060,OLDER SINGLES/COUPLES,Mainstream,8,210
210061,YOUNG FAMILIES,Mainstream,4,210
210062,NEW FAMILIES,Mainstream,13,210
210063,YOUNG SINGLES/COUPLES,Mainstream,9,210
210064,NEW FAMILIES,Budget,12,210
